"""#### EXPORT DONNEES METEO POUR ""ORLéANS"" (LAT/LON: 47.902964/1.909251)"
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt"""
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION
2009-08-11,22,16,11,16,22,21,0,86,10,1022,60.125,25,16,18,122,119,116,0,1,10.3,météo correcte
2009-08-12,27,14,6,16,26,24,0,59,7.75,1024,16.5,28,16,23,113,113,113,0,1,14.5,météo favorable
2009-08-13,26,16,13,17,26,23,0,75,7.75,1020,37.875,27,17,21,119,113,113,0,1,13.4,météo favorable
2009-08-14,27,15,6,16,26,23,0,74,8.75,1019,32.375,29,18,21,119,113,113,0,1,13.4,météo favorable
2009-08-15,31,16,9,18,29,25,0,56,10,1018,0.625,31,18,26,113,113,113,0,1,14.5,météo idéale
2009-08-16,30,18,9,19,30,26,0,57,10,1017,8.625,33,18,27,113,113,113,0,1,14.5,météo idéale
2009-08-17,26,17,13,17,25,23,0,61,10,1019,7.375,26,16,22,113,113,113,0,1,14.5,météo idéale
2009-08-18,29,14,6,15,29,23,0,60,10,1020,0.25,33,18,23,113,113,113,0,1,14.5,météo favorable
2009-08-19,33,17,12,20,32,27,0,56,10,1018,6.5,35,19,27,113,113,113,0,1,14.1,météo favorable
2009-08-20,26,20,17,22,25,21,0.2,69,9.875,1021,13.375,27,18,22,113,113,113,0,1,14,météo idéale
2009-08-21,23,16,12,16,23,20,0,57,10,1024,21.625,24,15,20,113,113,113,0,1,14,météo favorable
2009-08-22,27,15,11,15,27,21,0,51,10,1024,20.125,28,13,20,113,113,113,0,1,14,météo idéale
2009-08-23,27,15,12,15,26,21,0,49,10,1021,1.875,27,14,22,113,113,113,0,1,13.9,météo idéale
2009-08-24,25,15,12,16,23,21,0.7,77,9.625,1011,32.375,27,19,23,113,200,200,0,1,13.5,météo correcte
2009-08-25,21,15,13,15,21,18,0.1,79,8,1016,31.75,24,16,19,143,116,113,0,1,11.6,météo favorable
2009-08-26,25,12,12,13,24,21,0,66,10,1017,12.25,25,14,18,113,113,113,0,1,11.6,météo favorable
2009-08-27,23,15,14,15,22,22,0,71,10,1018,34.875,25,17,20,116,119,113,0,1,10.4,météo correcte
2009-08-28,22,14,20,15,22,18,0,64,10,1020,28.5,24,15,19,119,113,113,0,1,11.6,météo favorable
2009-08-29,21,10,9,10,20,16,0,64,10,1025,13.625,24,10,17,113,113,116,0,1,11.6,météo favorable
2009-08-30,24,10,5,11,24,17,0,50,10,1023,10.375,25,10,20,113,113,113,0,1,11.6,météo favorable
2009-08-31,28,14,16,14,26,23,0,47,10,1019,11.125,27,13,21,113,113,113,0,1,11.6,météo favorable
2009-09-01,23,16,17,20,17,19,3.6,94,8.5,1017,38.875,25,16,17,116,143,113,0,1,9.1,météo correcte
2009-09-02,21,12,18,12,20,18,0,72,10,1018,34.625,24,12,17,116,113,116,0,1,10.4,météo favorable
2009-09-03,18,15,24,15,17,17,1,69,9.875,1011,78.125,18,15,16,119,122,116,0,1,7.8,météo défavorable
2009-09-04,16,12,27,13,15,14,4.1,93,8.125,1021,48.375,16,13,12,248,116,113,0,1,10.3,météo correcte
2009-09-05,17,9,14,9,17,15,0,71,10,1027,30.25,17,10,14,116,119,113,0,1,9.1,météo correcte
2009-09-06,21,9,7,10,21,16,0,65,8,1027,4.875,25,12,18,143,113,113,0,1,11.6,météo favorable
2009-09-07,26,11,8,11,25,16,0,58,10,1021,12.125,27,16,19,116,116,113,0,1,11.6,météo favorable
2009-09-08,28,13,8,14,27,20,0,54,10,1022,7.75,29,17,22,113,113,113,0,1,11.6,météo favorable
2009-09-09,26,13,13,14,26,20,0,53,10,1025,10.25,26,14,22,113,113,113,0,1,11.6,météo favorable
2009-09-10,23,14,17,14,21,19,0,78,10,1029,35,25,14,17,119,116,113,0,1,11.6,météo favorable
2009-09-11,22,13,21,13,20,18,0,72,10,1030,25.875,24,11,16,116,113,113,0,1,11.6,météo favorable
2009-09-12,21,12,22,12,20,17,0,77,10,1027,22.75,21,11,14,116,113,113,0,1,10.3,météo favorable
2009-09-13,20,11,17,11,20,16,0,72,10,1024,27.875,20,11,15,116,113,119,0,1,10.3,météo favorable
2009-09-14,17,11,19,11,17,15,0,68,10,1021,54.875,17,10,15,116,119,116,0,1,9,météo correcte
2009-09-15,17,11,14,12,15,13,0.6,89,8,1016,68.25,17,12,11,143,119,113,0,1,9,météo défavorable
2009-09-16,16,10,18,12,15,16,0,90,9,1015,79.25,16,14,12,143,122,119,0,1,6.4,météo défavorable
2009-09-17,15,14,16,15,15,15,5.5,94,8.375,1016,92.125,15,14,14,122,122,119,0,1,6.3,météo défavorable
2009-09-18,22,13,14,13,21,17,0.1,94,6.25,1016,64.875,25,15,15,248,113,119,0,1,8.9,météo correcte
2009-09-19,22,13,10,13,21,15,0,84,6.5,1018,39.5,25,15,17,248,113,113,0,1,11.6,météo favorable
2009-09-20,21,13,6,13,18,16,0.8,88,8,1022,46.625,24,15,16,143,116,116,0,1,11.6,météo favorable
2009-09-21,23,13,9,13,22,17,0,85,6.75,1026,26.25,25,16,17,248,113,113,0,1,11.6,météo favorable
2009-09-22,22,12,5,12,22,15,0,72,8.75,1028,18.625,25,15,20,248,113,113,0,1,11.6,météo favorable
2009-09-23,22,11,7,11,21,16,0,65,10,1028,2.125,25,12,19,113,113,113,0,1,11.6,météo favorable
2009-09-24,21,11,10,11,20,16,0,67,10,1025,17.625,24,13,16,116,113,113,0,1,11.6,météo favorable
2009-09-25,20,13,11,14,20,15,0,63,10,1026,14.5,20,12,16,113,113,113,0,1,11.6,météo favorable
2009-09-26,20,10,12,10,20,15,0,69,10,1026,5,21,10,15,113,113,113,0,1,11.6,météo favorable
2009-09-27,22,10,10,10,21,15,0,68,10,1026,0.5,25,13,16,113,113,113,0,1,11.6,météo favorable
2009-09-28,22,9,8,9,21,15,0,64,10,1027,2.25,25,11,17,113,113,113,0,1,11.6,météo favorable
2009-09-29,20,10,7,10,20,13,0,72,6.75,1024,14.125,24,13,18,248,113,113,0,1,11.6,météo favorable
2009-09-30,21,10,8,10,21,14,0,69,9,1021,2.5,25,12,17,143,113,113,0,1,11.6,météo favorable
2009-10-01,20,11,10,11,19,14,0,76,7.75,1019,28,20,12,16,248,113,113,0,1,11.6,météo favorable
2009-10-02,18,9,10,9,17,12,0,73,6.5,1021,30,18,10,14,248,113,113,0,1,11.6,météo favorable
2009-10-03,17,7,19,8,17,13,0,66,10,1020,7,17,8,13,113,113,113,0,1,11.6,météo correcte
2009-10-04,16,9,13,10,16,14,0,81,8.75,1017,57.75,16,11,12,248,119,119,0,1,7.3,météo correcte
2009-10-05,21,13,20,13,18,20,1.4,76,8.875,1016,62.875,24,16,13,116,116,122,0,1,7.3,météo correcte
2009-10-06,24,16,18,17,22,19,1.4,84,7.75,1015,45.25,25,17,19,143,116,116,0,1,11.6,météo favorable
2009-10-07,26,17,18,17,23,20,2.1,68,9.875,1015,29.5,27,17,20,113,116,116,0,1,11.2,météo favorable
2009-10-08,23,14,4,14,23,17,0.3,83,7.75,1017,42.375,25,16,19,248,116,116,0,1,10.1,météo favorable
2009-10-09,20,13,12,14,20,16,0.1,81,6.25,1018,68.75,20,15,18,248,116,116,0,1,11.1,météo défavorable
2009-10-10,19,13,14,14,19,15,1.2,88,8.875,1020,44.875,19,14,15,143,113,113,0,1,10.1,météo favorable
2009-10-11,18,10,17,10,18,15,0.3,77,6,1021,45.125,18,12,13,143,116,119,0,1,10.1,météo favorable
2009-10-12,15,11,21,11,15,12,0.2,67,9,1028,42.75,16,13,11,113,116,116,0,1,11,météo correcte
2009-10-13,15,7,11,7,15,10,0,74,8,1031,17.25,15,8,11,143,116,113,0,1,11,météo correcte
2009-10-14,13,5,18,7,13,7,0,72,7.75,1030,23.5,13,7,9,248,113,113,0,1,11,météo correcte
2009-10-15,10,2,23,2,9,6,0,56,10,1031,1.5,10,2,2,113,113,113,0,1,10.9,météo très défavorable
2009-10-16,12,3,13,3,12,11,0.1,82,7.75,1031,42,12,8,8,248,119,116,0,1,8.5,météo très défavorable
2009-10-17,12,7,16,7,12,9,0.2,70,10,1028,37.25,12,6,8,113,119,113,0,1,10.1,météo défavorable
2009-10-18,12,3,7,3,12,5,0,74,6.5,1025,30.625,13,5,8,248,113,113,0,1,8.7,météo très défavorable
2009-10-19,11,1,17,1,10,6,0,63,10,1023,15.625,11,0,3,113,113,113,0,1,8.7,météo très défavorable
2009-10-20,15,5,20,6,15,14,0.1,70,9.875,1006,57.5,15,10,9,119,116,119,0,1,8.7,météo correcte
2009-10-21,13,9,10,12,12,10,10.7,95,8.125,1000,79.75,13,11,11,122,122,116,0,1,3.9,météo défavorable
2009-10-22,14,6,12,6,14,11,0,83,6.25,1006,57.375,15,9,8,248,113,116,0,1,8.7,météo correcte
2009-10-23,15,8,12,8,15,11,0,87,5.5,1015,57,15,10,9,248,116,143,0,1,8.7,météo correcte
2009-10-24,17,10,18,13,17,16,2.3,97,5.625,1015,97.25,17,16,13,122,122,122,0,1,3.8,météo défavorable
2009-10-25,15,10,12,10,15,11,0,86,8.75,1019,31.75,15,13,11,248,116,113,0,1,8.7,météo correcte
2009-10-26,15,7,8,7,15,10,0,81,6.75,1023,19.75,15,8,11,248,113,113,0,1,8.7,météo correcte
2009-10-27,15,7,15,7,15,11,0,76,10,1023,3.375,15,8,9,113,113,113,0,1,8.7,météo correcte
2009-10-28,16,7,6,7,16,11,0,71,10,1020,14.5,17,10,12,116,113,113,0,1,8.7,météo correcte
2009-10-29,16,8,9,8,15,11,0,69,10,1023,11,16,8,11,113,113,113,0,1,8.7,météo correcte
2009-10-30,12,6,11,6,12,8,0,68,10,1023,15.375,12,5,8,116,113,113,0,1,8.7,météo défavorable
2009-10-31,15,7,10,7,15,13,0,82,7.5,1025,50.75,16,13,11,113,113,248,0,1,7.1,météo correcte
2009-11-01,17,11,30,14,17,15,11.4,95,5.5,1023,96.375,17,14,13,248,119,122,0,1,3.7,météo défavorable
2009-11-02,11,7,25,9,8,8,0.6,83,9.375,1008,63.25,11,9,6,119,122,116,0,1,5.4,météo défavorable
2009-11-03,13,7,26,9,12,13,5.3,94,8.375,1003,95.625,13,12,9,122,122,122,0,1,3.7,météo défavorable
2009-11-04,11,7,26,8,10,8,0.2,78,10,997,48,11,8,5,113,122,116,0,1,5.4,météo défavorable
2009-11-05,11,6,22,6,10,9,0.1,84,10,1005,65.375,11,7,4,116,122,116,0,1,3.7,météo défavorable
2009-11-06,10,5,17,5,10,8,0,89,9,1011,49.875,10,6,4,143,116,113,0,1,7,météo très défavorable
2009-11-07,10,5,18,8,10,6,3.4,94,9.375,1004,72,10,8,5,116,119,119,0,1,5.3,météo très défavorable
2009-11-08,8,4,12,6,8,6,0.2,96,9,1010,86.625,8,6,6,122,122,119,0,1,3.7,météo très défavorable
2009-11-09,8,3,19,3,7,7,0.1,90,10,1017,56,8,6,1,116,116,116,0,1,3.6,météo très défavorable
2009-11-10,7,4,9,4,7,5,0,90,5.5,1017,64,7,6,4,248,122,248,0,1,7,météo très défavorable
2009-11-11,9,3,13,3,9,5,0,81,8,1012,42.375,9,3,2,119,113,116,0,1,8.7,météo très défavorable
2009-11-12,13,8,13,10,13,11,0.4,89,8,1010,54,13,11,9,116,113,143,0,1,8.7,météo correcte
2009-11-13,16,11,23,11,16,14,0,84,10,1011,53.25,17,12,11,122,113,116,0,1,8.7,météo correcte
2009-11-14,14,11,33,13,14,12,1.4,76,9.875,1014,51.625,14,8,8,122,119,116,0,1,5.3,météo correcte
2009-11-15,13,9,23,10,13,11,1.2,88,8,1014,65.875,13,10,9,119,116,116,0,1,5.3,météo défavorable
2009-11-16,14,11,23,13,14,13,3.3,94,9.625,1012,87.375,14,13,12,122,122,119,0,1,3.4,météo défavorable
2009-11-17,12,8,11,11,10,9,3.3,92,7.125,1021,70.625,12,11,9,143,122,113,0,1,5.2,météo défavorable
2009-11-18,12,7,22,7,12,9,0,89,10,1025,36.625,12,8,5,116,113,113,0,1,8.7,météo défavorable
2009-11-19,12,5,15,5,12,11,0,82,9,1024,6.25,12,9,5,113,113,113,0,1,8.7,météo très défavorable
2009-11-20,15,10,21,10,15,12,0,86,8,1024,22.375,15,11,9,113,113,143,0,1,8.7,météo correcte
2009-11-21,16,10,18,10,16,15,0,81,8,1024,44.375,16,10,10,116,116,116,0,1,8.7,météo correcte
2009-11-22,13,9,37,11,13,10,3.5,86,9.75,1017,52,14,11,7,113,119,113,0,1,5.1,météo correcte
2009-11-23,12,9,37,9,12,12,2.2,87,7.875,1016,91.25,12,11,6,119,122,122,0,1,3.4,météo défavorable
2009-11-24,13,10,28,13,13,11,1.3,88,8.875,1020,75,13,12,10,122,119,113,0,1,3.4,météo défavorable
2009-11-25,11,8,26,8,11,10,2.5,88,9.75,1015,48.75,11,8,6,116,119,119,0,1,5.1,météo défavorable
2009-11-26,11,7,30,7,10,9,2,92,9.875,1015,73.125,11,8,4,119,122,119,0,1,3.3,météo défavorable
2009-11-27,10,7,25,8,10,8,1.1,82,10,1011,64.125,10,8,4,113,116,122,0,1,6.9,météo défavorable
2009-11-28,10,8,37,9,9,9,2.8,91,9.75,1011,96.75,10,8,5,122,122,122,0,1,3.3,météo défavorable
2009-11-29,9,6,29,8,8,7,0.4,88,9,998,80.875,9,6,4,122,122,119,0,1,3.3,météo défavorable
2009-11-30,7,4,17,5,7,5,0.6,91,8,1003,87.5,7,5,2,122,119,143,0,1,3.3,météo très défavorable
2009-12-01,8,4,17,5,8,5,0.1,84,10,1014,64.625,8,4,2,122,119,119,0,1,6.9,météo très défavorable
2009-12-02,10,4,26,5,8,10,3.8,92,6.625,1013,94.375,10,9,2,122,122,122,0,1,3.3,météo très défavorable
2009-12-03,10,4,28,9,9,6,0.3,88,10,1008,76.25,10,9,4,122,119,113,0,1,3.3,météo très défavorable
2009-12-04,6,3,12,3,6,4,2.7,93,9.25,1015,46.625,6,3,-0,116,113,113,0,1,8.7,météo très défavorable
2009-12-05,11,5,26,8,10,11,1.7,93,6,1012,96.875,11,10,7,122,122,122,0,1,3.3,météo très défavorable
2009-12-06,11,8,33,11,11,10,2,91,9.875,1013,74.5,11,10,8,119,122,113,0,1,3.3,météo défavorable
2009-12-07,10,5,20,5,10,10,4.5,96,8.625,1013,67.625,10,9,4,143,122,122,0,1,3.3,météo très défavorable
2009-12-08,8,4,19,4,8,7,1.5,89,8.875,1020,52.125,8,7,1,113,119,143,0,1,6.9,météo très défavorable
2009-12-09,12,9,17,10,11,12,0.8,97,4.5,1025,97.125,12,11,9,248,143,248,0,1,3.3,météo défavorable
2009-12-10,12,6,12,10,11,7,0.5,91,8,1030,33.375,12,11,8,113,113,113,0,1,8.7,météo défavorable
2009-12-11,7,4,14,4,7,6,0,94,9,1031,50.75,7,5,1,116,116,119,0,1,8.7,météo très défavorable
2009-12-12,5,3,23,3,4,3,0.2,88,10,1027,85.125,5,4,-2,119,119,119,0,1,3.3,météo très défavorable
2009-12-13,3,2,25,2,3,2,0,79,10,1024,95.375,3,0,-3,122,122,122,0,1,3.3,météo très défavorable
2009-12-14,1,-2,24,-1,-0,-1,0.1,76,9.375,1020,72.75,1,0,-8,116,122,116,0.1,1,3.2,météo très défavorable
2009-12-15,-1,-3,20,-3,-1,-2,0,69,10,1018,34.25,0,0,-8,113,116,119,0,1,6.9,météo très défavorable
2009-12-16,0,-3,13,-3,0,-3,0,80,10,1017,28.625,0,0,-7,116,116,113,0,1,8.6,météo très défavorable
2009-12-17,1,-4,22,-4,-3,1,1.8,95,7,1012,72.25,1,1,-10,116,122,122,1.6,1,3.2,météo très défavorable
2009-12-18,-0,-5,26,-1,-1,-4,0.7,94,9,1011,79.125,0,0,-9,122,122,116,0.6,1,3.2,météo très défavorable
2009-12-19,-2,-5,19,-3,-2,-4,0,93,9,1012,50.75,0,0,-7,119,116,119,0,1,8.6,météo très défavorable
2009-12-20,2,-4,35,-3,2,-2,2,99,7,1011,63.75,2,1,-7,122,122,260,0.2,1,3.2,météo très défavorable
2009-12-21,2,-2,16,1,0,1,0.6,94,7.75,1005,75.75,2,2,-4,116,122,122,0.5,1,5.1,météo très défavorable
2009-12-22,6,0,15,3,2,1,0.7,96,6,993,81.625,6,5,-4,119,119,143,0,1,3.2,météo très défavorable
2009-12-23,2,-1,17,-1,2,1,0,95,5,999,39.875,2,1,-6,143,113,143,0,1,8.6,météo très défavorable
2009-12-24,9,-1,19,-0,2,6,0,96,6.625,995,70.625,9,9,-2,260,119,200,0,1,3.2,météo très défavorable
2009-12-25,6,2,29,4,6,2,0.2,89,10,1011,59,6,3,-1,122,116,113,0,1,5.1,météo très défavorable
2009-12-26,4,0,12,0,4,1,0,90,7,1011,29.125,5,1,-2,143,116,119,0,1,8.6,météo très défavorable
2009-12-27,7,1,31,3,7,5,0.4,94,9,1010,54.25,7,4,-1,122,119,116,0,1,3.2,météo très défavorable
2009-12-28,5,2,16,3,5,4,4.5,95,5.75,1010,89.875,5,4,1,248,119,119,0,1,5.1,météo très défavorable
2009-12-29,12,6,33,9,12,12,3.6,94,7.125,999,89.625,12,11,8,122,200,119,0,1,3.2,météo défavorable
2009-12-30,10,8,17,9,10,9,0,96,10,997,64.125,10,10,6,119,116,119,0,1,5.1,météo défavorable
2009-12-31,8,3,22,7,8,5,0.8,95,9.5,994,94.25,8,7,3,119,122,122,0,1,3.3,météo très défavorable
2010-01-01,2,-2,24,0,1,-0,0,84,10,1011,72.25,2,1,-6,122,122,113,0,1,3.3,météo très défavorable
2010-01-02,3,-2,15,-2,3,-0,0,79,10,1022,19.25,3,0,-4,113,113,113,0,1,6.9,météo très défavorable
2010-01-03,2,-2,12,-0,2,-1,0,68,10,1023,30.875,2,0,-2,116,113,113,0,1,8.7,météo très défavorable
2010-01-04,-1,-4,19,-4,-2,-4,0,68,10,1019,10.375,0,0,-10,113,113,113,0,1,8.7,météo très défavorable
2010-01-05,-2,-6,16,-6,-2,-5,0,58,10,1014,2.625,0,0,-11,113,113,113,0,1,8.7,météo très défavorable
2010-01-06,-1,-6,13,-6,-3,-3,1.9,75,8.75,1005,62.75,0,0,-12,116,119,119,1.6,1,3.3,météo très défavorable
2010-01-07,-1,-6,15,-2,-3,-6,1.6,93,5.375,1013,58.625,0,0,-8,143,116,143,1.3,1,6.9,météo très défavorable
2010-01-08,-3,-7,27,-7,-5,-5,0,91,10,1015,45.5,0,0,-14,113,122,116,0,1,5.1,météo très défavorable
2010-01-09,-3,-5,25,-5,-3,-3,0,90,10,1015,100,0,0,-11,122,122,122,0,1,3.3,météo très défavorable
2010-01-10,-1,-4,9,-2,-1,-4,0,93,6,1017,97,0,0,-6,143,122,143,0,1,3.3,météo très défavorable
2010-01-11,-0,-5,6,-3,-0,-5,0,92,5,1020,63,0,0,-3,143,119,143,0,1,3.3,météo très défavorable
2010-01-12,-1,-5,23,-5,-1,-3,1.7,90,6,1020,39.375,0,0,-10,143,113,122,1.4,1,8.7,météo très défavorable
2010-01-13,4,-0,21,2,4,3,0.2,99,5.5,1005,99.5,4,4,-2,122,122,248,0,1,3.3,météo très défavorable
2010-01-14,4,-0,16,1,4,0,0,96,8,1011,59.25,4,2,-3,113,122,143,0,1,5.1,météo très défavorable
2010-01-15,4,-1,9,-0,3,-0,0,96,4.75,1025,48.625,4,2,-0,260,119,143,0,1,5.1,météo très défavorable
2010-01-16,8,-0,26,2,3,6,3.9,96,8.625,1023,85.375,8,7,-3,122,122,122,0,1,3.3,météo très défavorable
2010-01-17,9,4,19,5,8,6,0,93,8,1025,70.125,9,8,1,116,119,143,0,1,5.1,météo très défavorable
2010-01-18,6,1,4,1,6,2,0,96,5,1028,25.125,8,5,4,143,113,113,0,1,8.7,météo très défavorable
2010-01-19,4,-1,16,-1,3,-0,0,79,9,1026,27,4,0,-4,116,116,116,0,1,8.7,météo très défavorable
2010-01-20,7,-1,21,1,5,4,4.5,97,9.625,1016,50.375,7,5,-1,122,122,113,0,1,5.2,météo très défavorable
2010-01-21,6,2,11,3,6,3,0,94,4.75,1023,64.375,7,4,0,143,113,143,0,1,6.9,météo très défavorable
2010-01-22,6,1,14,1,6,3,0,87,7,1023,57.25,6,3,-1,143,116,119,0,1,8.7,météo très défavorable
2010-01-23,4,1,13,1,3,3,0.5,80,9,1022,68,4,1,-2,116,122,116,0,1,3.4,météo très défavorable
2010-01-24,5,2,12,2,4,3,1.3,97,5,1026,75.25,5,4,1,143,143,143,0,1,3.4,météo très défavorable
2010-01-25,5,0,10,1,5,2,0,90,6,1031,55.375,6,2,2,143,116,116,0,1,6.9,météo très défavorable
2010-01-26,1,-3,24,-1,0,-2,0,85,10,1035,57.5,1,0,-6,116,119,113,0,1,3.4,météo très défavorable
2010-01-27,1,-4,18,-4,-1,-2,0,66,10,1036,22,1,0,-10,113,113,113,0,1,8.7,météo très défavorable
2010-01-28,5,-1,15,1,4,2,0.9,97,7.875,1022,81.5,5,3,-1,122,119,119,0,1,5.2,météo très défavorable
2010-01-29,5,2,30,3,4,4,3,100,6.875,1008,98.625,5,5,-3,122,122,122,0.8,1,3.5,météo très défavorable
2010-01-30,3,-2,17,-1,3,-1,0.1,86,10,1006,24.375,3,0,-4,116,113,113,0,1,8.7,météo très défavorable
2010-01-31,2,-3,14,-3,2,-2,0,87,9,1012,16.5,3,0,-6,143,113,116,0,1,8.7,météo très défavorable
2010-02-01,4,-2,23,-2,2,1,0.3,87,9,1021,69.75,4,0,-6,119,122,116,0.3,1,3.5,météo très défavorable
2010-02-02,5,1,32,1,4,5,2.2,93,8.875,1022,87.25,5,5,-4,119,122,122,0,1,3.5,météo très défavorable
2010-02-03,7,6,24,6,7,7,0.9,93,7,1016,93.125,7,6,3,122,122,119,0,1,3.5,météo très défavorable
2010-02-04,8,2,16,2,8,6,0,87,9,1016,23,8,5,-0,143,113,113,0,1,8.7,météo très défavorable
2010-02-05,9,5,23,7,9,6,3.9,86,9.625,1010,55,9,6,4,122,116,113,0,1,8.7,météo très défavorable
2010-02-06,9,5,15,6,9,6,1.7,94,8.375,1016,78.875,9,7,3,119,116,119,0,1,8.3,météo très défavorable
2010-02-07,5,3,15,3,4,3,0.1,90,10,1022,73.875,5,4,-0,119,119,119,0,1,5,météo très défavorable
2010-02-08,4,1,10,2,3,2,0.2,85,9.625,1015,70.25,4,1,-0,116,119,119,0.2,1,6.6,météo très défavorable
2010-02-09,0,-3,18,-0,0,-2,0,83,10,1010,76.125,0,0,-5,122,122,122,0,1,5,météo très défavorable
2010-02-10,3,-4,28,-4,2,-2,0.3,74,8.75,1012,52.5,3,0,-6,113,119,122,0,1,5,météo très défavorable
2010-02-11,-2,-4,30,-3,-3,-2,0,76,10,1015,91,0,0,-11,122,122,122,0,1,5,météo très défavorable
2010-02-12,-0,-5,21,-4,-2,-4,0,86,10,1019,74.625,0,0,-10,122,119,116,0,1,6.7,météo très défavorable
2010-02-13,-3,-9,13,-8,-4,-4,0,97,3.5,1019,88.625,0,0,-12,260,143,143,0,1,5,météo très défavorable
2010-02-14,-1,-5,9,-5,-1,-5,0,86,9,1018,43.5,0,0,-8,116,116,113,0,1,10.1,météo très défavorable
2010-02-15,-0,-6,9,-6,-0,-4,0,82,10,1014,12.5,2,0,-7,113,113,113,0,1,10.6,météo très défavorable
2010-02-16,2,-6,11,-6,1,-2,0,75,9,1007,1.25,2,0,-8,113,113,113,0,1,10.6,météo très défavorable
2010-02-17,5,-0,8,1,5,3,1.6,99,3.125,994,91.75,5,4,-1,248,119,143,0,1,5.3,météo très défavorable
2010-02-18,6,-0,25,-0,6,5,0.1,96,10,998,55.5,6,5,-2,116,122,116,0,1,6.9,météo très défavorable
2010-02-19,6,1,17,1,5,4,0,88,8.75,1000,73,6,2,-1,248,119,122,0,1,6.9,météo très défavorable
2010-02-20,6,1,18,1,5,2,0.4,89,8,1003,39.875,6,1,-1,143,116,113,0.4,1,10,météo très défavorable
2010-02-21,8,1,17,2,6,6,0.1,93,8.75,1003,87.5,8,4,-0,122,119,122,0,1,5.4,météo très défavorable
2010-02-22,13,5,36,7,12,9,0,82,9.875,993,76.5,13,8,4,119,116,122,0,1,10,météo très défavorable
2010-02-23,12,8,30,9,12,9,3.5,90,8.875,998,88.875,12,9,6,122,122,119,0,1,5.4,météo défavorable
2010-02-24,11,6,27,7,11,8,2.6,93,9,1000,75.5,11,7,4,200,116,122,0,1,7,météo défavorable
2010-02-25,11,7,36,7,8,11,3,95,8.625,1000,81.375,11,10,4,119,122,116,0,1,7,météo défavorable
2010-02-26,9,4,35,6,8,6,3.4,93,9.625,1007,57.5,9,8,-2,122,119,113,0,1,8.5,météo très défavorable
2010-02-27,11,4,22,4,11,8,3.9,79,9.625,1008,47.25,11,7,2,113,116,122,0,1,10.1,météo très défavorable
2010-02-28,13,4,60,9,8,6,2.2,85,8.875,1007,61.625,13,11,-1,122,122,113,0,1,7,météo correcte
2010-03-01,9,0,9,0,9,6,1.3,79,7.875,1013,49.625,9,4,4,116,116,122,0,1,10.1,météo très défavorable
2010-03-02,10,5,15,5,10,7,0.7,90,6.5,1022,62.375,10,6,4,248,116,113,0,1,10.1,météo très défavorable
2010-03-03,8,2,27,2,8,5,0,70,10,1021,49.5,8,2,-1,116,116,119,0,1,10.1,météo très défavorable
2010-03-04,7,1,27,1,7,4,0,61,10,1023,65.375,7,0,-2,122,119,116,0,1,8.6,météo très défavorable
2010-03-05,6,-2,16,-2,5,-1,0,62,10,1030,3.375,6,0,-2,113,113,113,0,1,11.2,météo très défavorable
2010-03-06,6,-1,18,-1,5,1,0,85,10,1027,25.375,7,0,-1,113,119,113,0,1,8.6,météo très défavorable
2010-03-07,4,-4,35,-4,2,0,0,51,10,1026,14.125,4,0,-9,116,113,113,0,1,11.2,météo très défavorable
2010-03-08,6,-3,33,-3,5,0,0,35,10,1023,0.25,6,0,-7,113,113,113,0,1,11.3,météo très défavorable
2010-03-09,4,-3,32,-3,3,-0,0,59,10,1023,6,4,0,-7,113,113,113,0,1,11.3,météo très défavorable
2010-03-10,5,-3,28,-2,4,-0,0,41,10,1022,27.625,5,0,-7,113,113,113,0,1,11.3,météo très défavorable
2010-03-11,6,-2,21,-2,4,0,0,72,10,1020,42.875,6,0,-6,122,116,113,0,1,11.4,météo très défavorable
2010-03-12,6,-3,12,-3,5,1,0,75,7.75,1023,42,7,0,-1,260,113,122,0,1,10.1,météo très défavorable
2010-03-13,8,-2,12,-2,7,2,0,84,9,1030,38.875,8,2,1,143,119,113,0,1,7.2,météo très défavorable
2010-03-14,7,-1,14,-1,7,5,0,74,7,1031,38.75,8,2,2,143,122,116,0,1,8.7,météo très défavorable
2010-03-15,12,1,14,1,11,6,0.1,78,9,1030,27.375,12,5,4,143,113,113,0,1,11.5,météo très défavorable
2010-03-16,12,-0,4,-0,12,6,0,66,10,1028,26.375,14,3,8,116,113,116,0,1,11.6,météo très défavorable
2010-03-17,15,3,13,3,15,9,0,60,10,1028,36,15,5,7,116,113,116,0,1,11.6,météo correcte
