"""#### EXPORT DONNEES METEO POUR ""ORLéANS"" (LAT/LON: 47.902964/1.909251)"
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt"""
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION
2010-12-30,4,0,17,0,4,1,0.1,97,8.75,1021,59.875,4,3,-4,119,116,119,0,1,8.7,météo très défavorable
2010-12-31,2,-2,18,-1,2,-2,0,93,8.75,1025,37.75,2,0,-6,116,113,260,0,1,8.7,météo très défavorable
2011-01-01,1,-2,10,-2,1,-2,0,85,7.75,1025,24.25,2,0,-4,113,113,113,0,1,8.7,météo très défavorable
2011-01-02,2,-2,15,1,2,-2,0,94,6.75,1028,41.5,2,1,-4,119,113,260,0,1,8.7,météo très défavorable
2011-01-03,1,-2,9,-2,1,-2,0,92,7,1028,35,1,0,-5,143,113,116,0,1,8.7,météo très défavorable
2011-01-04,0,-3,9,-3,0,-1,0,83,10,1023,54.25,0,0,-6,116,116,116,0,1,5.1,météo très défavorable
2011-01-05,4,-3,17,-3,3,3,6.7,83,9.625,1015,59,4,3,-6,113,119,122,0,1,3.3,météo très défavorable
2011-01-06,10,4,33,5,9,10,0.5,99,8.875,1004,96.375,10,9,0,122,122,122,0,1,3.3,météo très défavorable
2011-01-07,11,9,18,9,10,10,1.2,99,10,1006,84,11,10,6,122,122,119,0,1,3.3,météo défavorable
2011-01-08,12,9,30,9,12,10,0.7,94,7.75,1008,61.75,12,10,5,116,113,248,0,1,6.9,météo défavorable
2011-01-09,9,2,11,6,7,3,5.1,84,6.625,1022,56.5,9,9,3,122,116,143,0,1,6.9,météo très défavorable
2011-01-10,6,0,13,0,6,1,0,95,6,1022,11.125,6,2,-2,143,113,113,0,1,8.7,météo très défavorable
2011-01-11,9,-0,23,4,9,7,0.7,99,9,1019,76,9,8,3,122,122,119,0,1,3.3,météo très défavorable
2011-01-12,10,3,22,4,7,10,0.6,98,8,1022,87.625,10,10,1,122,122,122,0,1,3.3,météo très défavorable
2011-01-13,12,10,23,11,12,11,0.6,97,8,1020,90.875,12,11,8,122,119,119,0,1,3.3,météo défavorable
2011-01-14,10,9,18,9,10,9,0.6,96,8.75,1022,71,10,9,6,119,116,119,0,1,5.1,météo défavorable
2011-01-15,10,7,19,8,10,8,0,93,10,1027,69,10,8,5,116,116,119,0,1,6.9,météo défavorable
2011-01-16,10,4,14,4,10,6,0,92,5.75,1027,17.875,10,6,2,143,113,143,0,1,8.7,météo très défavorable
2011-01-17,8,4,18,4,8,7,0.1,94,7.5,1026,71.5,8,7,2,116,116,119,0,1,6.9,météo très défavorable
2011-01-18,9,4,17,7,9,6,0.5,96,10,1031,72.75,9,7,4,122,119,119,0,1,3.4,météo très défavorable
2011-01-19,4,0,13,0,4,1,0,95,5.25,1034,70.125,4,2,-1,248,119,113,0,1,5.1,météo très défavorable
2011-01-20,4,-0,19,1,4,1,0,92,8.75,1033,62.375,4,2,-3,116,119,116,0,1,5.2,météo très défavorable
2011-01-21,2,-2,22,-0,2,-2,0,87,9,1035,24.25,2,0,-6,113,113,113,0,1,8.7,météo très défavorable
2011-01-22,3,-2,24,0,3,3,1,90,8.75,1034,79.875,3,2,-4,119,122,122,0.2,1,3.4,météo très défavorable
2011-01-23,4,-1,20,-1,3,3,0.4,89,7.375,1029,77.625,4,3,-4,116,119,248,0.2,1,5.2,météo très défavorable
2011-01-24,6,3,13,3,5,4,0.5,97,5.25,1029,91.625,6,4,0,248,122,248,0,1,3.4,météo très défavorable
2011-01-25,6,1,16,1,6,4,0.1,95,6.5,1026,82.5,6,3,-0,248,116,122,0,1,6.9,météo très défavorable
2011-01-26,4,2,18,2,4,2,3.5,99,6.125,1015,100,4,4,-2,248,122,122,0,1,3.4,météo très défavorable
2011-01-27,4,1,23,1,4,2,0,95,7.5,1016,77.625,4,1,-3,248,116,122,0,1,6.9,météo très défavorable
2011-01-28,2,-2,24,-1,1,-1,0.2,81,9,1017,49.875,2,0,-6,119,119,113,0.2,1,3.5,météo très défavorable
2011-01-29,2,-3,19,-2,2,-2,0,83,10,1017,13.875,3,0,-6,116,113,113,0,1,8.7,météo très défavorable
2011-01-30,1,-4,15,-4,-0,-3,0,79,10,1020,17.375,1,0,-9,116,113,113,0,1,8.7,météo très défavorable
2011-01-31,-0,-5,14,-5,-1,-4,0,66,10,1027,3,0,0,-9,113,113,113,0,1,8.7,météo très défavorable
2011-02-01,0,-6,5,-6,-1,-3,0,58,10,1032,2.25,3,0,-4,113,113,113,0,1,8.7,météo très défavorable
2011-02-02,3,-2,12,-1,1,-1,0.1,82,10,1034,63.125,3,0,-3,122,116,116,0,1,7,météo très défavorable
2011-02-03,6,1,11,2,6,4,0.7,99,3.5,1031,86.25,7,6,1,122,143,248,0,1,5.2,météo très défavorable
2011-02-04,9,2,23,2,9,8,0.1,97,8.75,1031,83.5,9,8,-0,122,122,122,0,1,3.5,météo très défavorable
2011-02-05,11,6,24,6,11,8,0.1,95,10,1032,68.75,11,8,4,119,119,119,0,1,5.3,météo défavorable
2011-02-06,9,4,16,5,8,5,0.2,91,6.75,1032,47.75,9,5,3,122,113,143,0,1,9.9,météo très défavorable
2011-02-07,10,2,18,2,9,5,0,77,9,1027,5.625,10,5,-1,113,113,113,0,1,9.9,météo très défavorable
2011-02-08,9,4,5,5,8,7,0.1,95,5.5,1025,63.375,9,7,5,248,119,116,0,1,8.3,météo très défavorable
2011-02-09,10,2,14,2,8,5,0,87,6.5,1022,30.75,10,3,2,143,113,113,0,1,10,météo très défavorable
2011-02-10,10,3,14,3,10,9,1,89,7,1022,64.5,10,8,3,248,116,119,0,1,8.3,météo très défavorable
2011-02-11,13,5,14,5,13,8,0,83,9,1018,24.75,13,7,4,143,113,116,0,1,10,météo correcte
2011-02-12,10,4,18,4,10,7,0.1,89,8,1017,40.625,10,7,3,116,119,116,0,1,8.3,météo très défavorable
2011-02-13,10,2,18,2,9,7,0,86,8.75,1016,60.5,10,5,0,116,116,122,0,1,10,météo très défavorable
2011-02-14,9,4,14,5,9,5,1.1,86,7.625,1008,67.25,9,7,4,248,119,113,0,1,8.3,météo très défavorable
2011-02-15,8,2,21,2,7,6,0,92,10,1003,73,9,7,-1,122,122,116,0,1,8.4,météo très défavorable
2011-02-16,10,2,15,2,8,6,0,92,7.5,999,45.5,10,5,1,248,113,113,0,1,10.6,météo très défavorable
2011-02-17,9,2,15,2,8,4,0,83,10,1007,21.25,9,4,2,116,113,113,0,1,10.6,météo très défavorable
2011-02-18,9,-0,8,-0,7,3,0,74,9,1015,4.875,9,3,6,113,113,113,0,1,10.7,météo très défavorable
2011-02-19,5,1,16,1,4,5,1.3,92,7.625,1015,73.125,5,5,-0,119,122,248,0,1,5.3,météo très défavorable
2011-02-20,8,4,14,5,8,6,0,95,4.5,1015,90.125,8,6,3,248,122,143,0,1,5.4,météo très défavorable
2011-02-21,9,4,14,4,8,7,0.6,89,4.75,1016,93.25,9,6,4,143,122,248,0,1,5.4,météo très défavorable
2011-02-22,7,2,14,4,7,6,0,88,7.75,1020,78.5,8,5,1,122,119,119,0,1,5.4,météo très défavorable
2011-02-23,5,0,14,0,5,4,1.9,89,8.875,1024,76.375,5,4,0,116,122,122,0,1,7,météo très défavorable
2011-02-24,12,5,15,7,12,10,0.5,96,5.5,1028,90.875,12,9,5,122,119,122,0,1,5.4,météo très défavorable
2011-02-25,11,4,5,4,11,9,0,88,6.75,1030,70.75,12,7,8,143,119,122,0,1,7,météo très défavorable
2011-02-26,10,5,21,6,10,7,1.1,93,9.25,1025,73,10,8,3,116,122,116,0,1,8.5,météo très défavorable
2011-02-27,8,2,19,2,7,5,1.2,79,8.5,1019,61.25,8,2,1,119,119,119,0,1,8.5,météo très défavorable
2011-02-28,7,-0,16,-0,7,4,0,85,10,1028,58.25,7,2,-0,119,116,122,0,1,10.1,météo très défavorable
2011-03-01,8,0,28,1,7,5,0,82,10,1031,36.625,8,3,-2,119,113,113,0,1,11,météo très défavorable
2011-03-02,9,1,30,1,7,5,0,67,10,1028,32.25,9,2,-2,116,113,113,0,1,11.1,météo très défavorable
2011-03-03,10,4,22,4,10,6,0.6,79,9.375,1013,58,10,4,2,116,116,116,0,1,10.1,météo très défavorable
2011-03-04,9,3,19,3,8,6,2.1,85,8.75,1011,64.375,9,3,2,119,119,116,0,1,8.6,météo très défavorable
2011-03-05,9,1,18,1,8,5,0.5,76,9.625,1015,64.375,9,2,1,116,116,116,0,1,8.6,météo très défavorable
2011-03-06,9,2,16,2,8,5,0.8,80,9.125,1016,56.625,9,2,3,116,119,116,0,1,10.1,météo très défavorable
2011-03-07,9,-2,17,-2,8,3,0,60,10,1026,0,9,0,-2,113,113,113,0,1,11.2,météo très défavorable
2011-03-08,14,0,17,2,12,9,0,77,8.125,1025,25,14,7,4,248,113,113,0,1,11.3,météo très défavorable
2011-03-09,12,3,19,3,12,8,0,74,10,1023,42.625,12,6,3,116,116,119,0,1,8.6,météo très défavorable
2011-03-10,11,2,21,2,11,9,0,74,8,1023,32.125,11,5,4,113,113,119,0,1,10.1,météo très défavorable
2011-03-11,13,4,10,5,12,8,0.1,91,7.75,1022,69.125,13,6,4,143,113,122,0,1,8.6,météo très défavorable
2011-03-12,14,4,20,4,14,9,0,74,8.75,1012,80,14,7,7,248,122,122,0,1,7.2,météo très défavorable
2011-03-13,12,7,14,7,12,9,0,89,9,1007,88.75,13,8,6,122,122,119,0,1,5.7,météo défavorable
2011-03-14,15,5,20,6,14,11,0,83,6.25,1013,53.375,15,9,8,248,113,113,0,1,10.1,météo correcte
2011-03-15,19,8,16,9,18,13,0,80,9,1011,44.125,19,10,10,122,116,113,0,1,11.5,météo favorable
2011-03-16,15,9,22,9,15,12,0.3,81,9,1007,71.625,15,10,9,116,116,122,0,1,8.7,météo défavorable
2011-03-17,11,7,21,7,9,7,0,84,8.75,1021,84.625,11,9,4,119,122,119,0,1,7.4,météo défavorable
2011-03-18,12,3,16,3,12,10,4.3,78,7.375,1025,83.25,12,9,6,248,122,122,0,1,6,météo très défavorable
2011-03-19,9,4,19,5,7,6,0,87,8.75,1032,79.25,9,9,2,122,119,116,0,1,7.6,météo très défavorable
2011-03-20,11,1,14,1,11,7,0,74,6.75,1033,32.5,11,3,4,248,116,116,0,1,11.6,météo très défavorable
2011-03-21,13,1,17,1,13,8,0,58,10,1033,3.5,13,2,4,113,113,113,0,1,11.6,météo très défavorable
2011-03-22,14,2,17,2,13,9,0,64,10,1035,13.75,14,4,5,113,116,113,0,1,11.6,météo correcte
2011-03-23,17,3,17,3,16,11,0,64,10,1037,2.625,17,7,8,113,113,113,0,1,11.6,météo correcte
2011-03-24,19,5,11,5,18,12,0,67,10,1034,8.25,19,9,10,113,113,113,0,1,11.6,météo favorable
2011-03-25,18,6,12,6,17,11,0,55,10,1026,18.5,18,7,11,113,116,113,0,1,11.6,météo favorable
2011-03-26,17,7,14,7,17,13,6.2,75,8.375,1017,50.25,17,11,13,143,200,200,0,1,11.6,météo correcte
2011-03-27,14,9,7,9,14,11,0,84,5.875,1012,83.5,15,11,13,143,200,143,0,1,6.4,météo défavorable
2011-03-28,16,7,5,7,16,10,0.7,89,6.125,1015,53.5,17,11,12,248,113,113,0,1,11.6,météo correcte
2011-03-29,15,7,19,7,15,10,0.2,83,9,1016,54.125,16,10,11,116,119,116,0,1,9,météo correcte
2011-03-30,13,8,21,9,12,9,1.4,83,8.625,1019,93.25,13,9,8,248,122,122,0,1,6.4,météo défavorable
2011-03-31,14,10,23,11,14,13,1.8,90,6.625,1025,93.5,14,12,11,248,122,143,0,1,6.4,météo défavorable
2011-04-01,19,11,9,11,16,14,0.4,85,7.75,1025,51.125,19,13,13,248,116,113,0,1,10.3,météo favorable
2011-04-02,22,10,17,10,21,18,2.5,71,8.5,1019,42.875,25,16,16,248,113,200,0,1,10.3,météo favorable
2011-04-03,12,8,12,10,10,9,1.6,85,3.375,1019,84.625,13,12,8,143,122,143,0,1,7.8,météo défavorable
2011-04-04,14,5,14,5,14,9,0.1,80,6.25,1027,47.875,14,8,10,248,113,113,0,1,11.6,météo correcte
2011-04-05,17,5,12,6,16,12,0,71,10,1028,21.75,17,7,10,113,113,116,0,1,11.6,météo correcte
2011-04-06,21,8,12,9,21,16,0,61,10,1029,8.375,24,15,16,113,113,113,0,1,11.6,météo favorable
2011-04-07,23,11,11,12,23,17,0,72,8,1028,0.75,25,14,20,143,113,113,0,1,11.6,météo favorable
2011-04-08,21,9,9,9,20,16,0,73,8,1028,1.75,24,13,16,143,113,113,0,1,11.6,météo favorable
2011-04-09,22,10,15,10,21,16,0,75,7.75,1024,24.625,24,15,16,116,113,113,0,1,11.6,météo favorable
2011-04-10,23,10,4,10,23,16,0,67,10,1022,15,25,15,17,113,113,113,0,1,11.6,météo favorable
2011-04-11,21,10,18,10,21,16,0,75,8,1025,18.375,21,12,16,143,113,116,0,1,11.6,météo favorable
2011-04-12,13,5,17,6,13,9,0,63,9,1030,22.125,14,9,9,116,116,113,0,1,11.6,météo correcte
2011-04-13,14,2,5,3,14,10,0,56,10,1030,32.25,14,3,12,113,113,122,0,1,9.1,météo correcte
2011-04-14,15,5,9,5,14,11,0,51,10,1020,30.25,15,4,11,116,113,116,0,1,11.6,météo correcte
2011-04-15,15,5,13,6,15,11,0,57,10,1020,26,15,6,12,113,116,113,0,1,11.6,météo correcte
2011-04-16,16,4,10,6,16,12,0,53,10,1022,7.375,16,5,14,113,113,113,0,1,11.6,météo correcte
2011-04-17,17,5,16,6,16,13,0,55,10,1023,4,17,6,12,113,113,113,0,1,13.5,météo correcte
2011-04-18,21,7,12,7,20,16,0,64,10,1020,11.125,24,11,14,113,113,113,0,1,13.9,météo favorable
2011-04-19,22,11,10,11,22,17,0,57,10,1014,19.75,24,11,18,113,113,113,0,1,13.9,météo favorable
2011-04-20,22,10,15,10,22,18,0,61,10,1014,6.375,24,12,17,113,113,113,0,1,13.9,météo favorable
2011-04-21,21,9,11,10,21,17,0,54,10,1014,18.5,24,11,17,113,116,113,0,1,14,météo favorable
2011-04-22,23,10,16,11,22,18,0,57,10,1010,12.75,25,12,18,113,113,113,0,1,14,météo favorable
2011-04-23,24,11,9,11,24,19,2.1,64,10,1013,15.875,26,12,18,113,113,113,0,1,14,météo favorable
2011-04-24,21,11,6,14,21,17,1.3,83,8.625,1017,55.75,24,14,17,200,116,116,0,1,12.2,météo correcte
2011-04-25,23,12,17,12,22,19,0.1,67,8.875,1019,17.5,25,12,18,113,200,113,0,1,14.1,météo correcte
2011-04-26,21,9,15,10,21,17,0,61,10,1020,4.5,21,10,16,113,113,113,0,1,14.1,météo favorable
2011-04-27,19,9,19,10,19,15,0,67,10,1020,45.875,19,9,16,122,116,113,0,1,12.2,météo favorable
2011-04-28,13,5,13,7,11,11,0,78,9.875,1018,67.5,13,8,8,200,122,116,0,1,11.3,météo très défavorable
2011-04-29,17,5,13,8,15,14,0,73,6.5,1013,52.625,17,9,14,143,116,113,0,1,13.4,météo correcte
2011-04-30,20,8,9,9,20,17,0,67,9,1006,9.5,21,12,16,113,113,113,0,1,14.5,météo favorable
2011-05-01,21,11,9,12,21,18,2.2,65,9.75,1005,32.5,21,14,18,113,200,200,0,1,13.4,météo correcte
2011-05-02,18,11,11,13,17,15,3.3,83,6,1005,61.375,18,15,17,248,119,200,0,1,10.3,météo correcte
2011-05-03,17,7,14,7,16,14,0.2,68,8.375,1015,34.625,17,10,10,116,116,113,0,1,14.5,météo correcte
2011-05-04,18,5,8,7,18,14,0,49,10,1020,10.5,20,8,14,113,116,113,0,1,14.5,météo favorable
2011-05-05,20,7,12,9,19,16,0,53,10,1021,6.875,20,10,16,113,113,113,0,1,14.5,météo favorable
2011-05-06,24,9,14,11,23,20,0,64,10,1018,10.875,25,14,19,113,113,113,0,1,14.5,météo favorable
2011-05-07,24,12,17,13,22,21,1.1,55,9.625,1015,27.875,25,17,18,113,116,200,0,1,14.5,météo favorable
2011-05-08,22,12,14,13,22,18,0.4,64,9,1019,29.625,25,17,19,116,119,113,0,1,13.5,météo correcte
2011-05-09,22,11,4,12,22,19,0,60,10,1024,18.875,25,15,20,116,113,113,0,1,14.5,météo favorable
2011-05-10,22,12,11,14,22,18,0.6,79,8.375,1025,49.375,25,18,18,119,200,248,0,1,10.4,météo correcte
2011-05-11,20,11,12,11,20,18,0,75,6.75,1026,39.375,21,15,16,143,116,116,0,1,14.5,météo favorable
2011-05-12,17,9,15,10,17,15,0,73,10,1024,5,17,12,14,113,113,113,0,1,14.5,météo correcte
2011-05-13,19,6,4,9,19,16,0,70,8,1025,15.75,20,13,16,113,113,116,0,1,14.5,météo favorable
2011-05-14,16,8,18,9,16,13,0.3,80,9.375,1024,45.875,16,10,10,122,116,113,0,1,13.5,météo correcte
2011-05-15,15,6,17,8,15,13,0,73,6.75,1028,47.5,15,10,11,143,116,113,0,1,13.5,météo correcte
2011-05-16,15,5,11,9,15,15,0.1,78,7,1029,58.375,15,14,13,143,119,116,0,1,11.5,météo correcte
2011-05-17,20,8,10,11,19,18,0,78,6.75,1026,29.125,20,16,15,116,113,113,0,1,14.5,météo favorable
2011-05-18,23,10,5,12,23,20,0,80,6.5,1021,39.375,26,18,19,143,113,113,0,1,14.5,météo favorable
2011-05-19,22,11,9,12,21,19,3,83,6.125,1017,45.5,25,17,17,143,113,113,0,1,13.5,météo favorable
2011-05-20,21,10,12,15,21,18,1.9,91,6.125,1021,56.375,24,17,17,143,200,113,0,1,12.5,météo correcte
2011-05-21,22,8,7,11,22,21,4.2,79,6.25,1023,46.125,25,20,17,113,200,143,0,1,13.5,météo correcte
2011-05-22,19,12,18,14,19,17,1.6,79,8.75,1026,45.125,19,14,17,116,119,113,0,1,13.5,météo correcte
2011-05-23,22,6,10,12,22,21,0,72,7,1027,8,25,19,18,113,113,113,0,1,14.5,météo favorable
2011-05-24,17,11,13,11,17,15,0,71,7.5,1029,41.375,17,13,14,116,113,113,0,1,14.5,météo correcte
2011-05-25,20,7,10,10,19,19,0,70,7.75,1030,18.125,20,18,15,113,113,113,0,1,14.5,météo favorable
2011-05-26,16,11,24,12,16,15,0.3,70,8.875,1018,36.375,16,14,12,116,119,116,0,1,12.5,météo correcte
2011-05-27,16,9,15,10,15,14,2.1,82,6.75,1021,54.625,16,10,11,248,113,176,0,1,12.5,météo correcte
2011-05-28,18,4,12,10,18,16,0,74,8,1022,15.25,18,13,14,113,113,113,0,1,14.5,météo favorable
2011-05-29,19,11,14,13,19,18,1.7,80,8.125,1016,54.875,21,14,16,119,116,119,0,1,13.5,météo favorable
2011-05-30,19,12,14,14,19,17,2.6,80,7.125,1017,60.875,20,14,17,119,119,119,0,1,12.7,météo correcte
2011-05-31,15,8,19,10,15,13,1,69,7.625,1027,39.5,15,14,11,116,113,113,0,1,14.5,météo correcte
2011-06-01,17,5,20,8,17,16,0,63,7.5,1030,29.375,18,13,12,113,113,113,0,1,14.5,météo correcte
2011-06-02,21,9,23,11,20,19,0,70,10,1029,30.25,21,16,17,116,116,113,0,1,14.5,météo favorable
2011-06-03,23,12,19,14,23,21,0,71,9,1026,18.25,25,20,18,113,113,113,0,1,14.5,météo favorable
2011-06-04,25,15,11,18,25,20,8.9,84,5.375,1019,59.75,28,21,22,116,200,248,0,1,13.6,météo correcte
2011-06-05,23,16,13,17,23,21,3.2,87,7.5,1010,69.125,25,20,20,143,119,116,0,1,11.8,météo défavorable
2011-06-06,20,15,13,16,18,18,0.1,92,6.125,1007,88.125,20,16,17,248,119,119,0,1,10,météo défavorable
2011-06-07,18,14,16,15,16,15,3.3,94,7.125,1007,97.125,18,17,16,143,353,353,0,1,10,météo défavorable
2011-06-08,16,10,15,11,16,14,0.8,81,6.5,1013,59.25,16,12,12,248,113,113,0,1,13.6,météo correcte
2011-06-09,16,7,11,10,16,15,0.4,75,5.75,1017,48.375,16,11,14,248,116,113,0,1,13.6,météo correcte
2011-06-10,16,8,15,12,16,14,2.8,72,5.75,1017,44.75,16,12,15,248,119,176,0,1,12.7,météo correcte
2011-06-11,15,7,16,9,15,13,1.3,80,6.5,1020,68.125,15,10,12,248,353,353,0,1,10.9,météo défavorable
2011-06-12,17,7,13,12,17,16,0,69,6.875,1021,47.625,17,11,16,113,116,116,0,1,13.6,météo correcte
2011-06-13,21,11,15,13,20,19,0.2,84,5,1018,81.5,21,18,18,248,119,116,0,1,11.8,météo défavorable
2011-06-14,21,13,12,16,20,20,0,89,5.25,1020,60.625,21,18,18,248,116,113,0,1,12.7,météo correcte
2011-06-15,21,13,14,15,21,20,0.1,79,5.25,1020,73.75,24,19,19,248,122,116,0,1,11.8,météo défavorable
2011-06-16,18,12,25,16,18,17,0.1,83,6.25,1018,59.25,18,16,17,248,122,113,0,1,12.7,météo correcte
2011-06-17,19,9,13,13,19,17,3.2,92,6.25,1019,63.125,19,16,17,143,113,116,0,1,13.6,météo correcte
2011-06-18,17,10,26,12,16,14,0.7,80,10,1014,62.625,17,12,13,116,119,113,0,1,12.7,météo correcte
2011-06-19,17,9,19,10,17,16,1.3,80,7.625,1019,59.125,17,14,13,353,119,116,0,1,11.8,météo correcte
2011-06-20,21,12,18,12,19,20,2.6,97,6.625,1018,81.25,21,18,12,122,122,116,0,1,10.9,météo défavorable
2011-06-21,22,13,15,14,20,21,1.9,85,5.875,1017,81.125,25,19,17,143,122,353,0,1,10.9,météo défavorable
2011-06-22,19,13,23,15,16,17,2.5,97,6.125,1019,63.5,19,16,14,248,119,113,0,1,11.8,météo correcte
2011-06-23,18,11,18,13,17,16,1.1,84,8.625,1023,50.875,18,14,13,248,116,113,0,1,12.7,météo favorable
2011-06-24,18,8,12,11,17,16,0.3,70,6,1026,48.625,18,12,14,143,119,113,0,1,13.6,météo correcte
2011-06-25,23,10,11,14,22,22,0,71,8.375,1027,37.375,25,19,18,116,113,116,0,1,13.6,météo favorable
2011-06-26,27,16,15,18,26,25,0,80,6.5,1025,33.875,29,22,23,143,113,113,0,1,14.5,météo favorable
2011-06-27,24,14,13,16,24,22,0.4,71,8.375,1020,59.25,25,18,21,116,116,116,0,1,12.7,météo correcte
2011-06-28,30,19,18,23,30,25,5.1,83,9.25,1016,33,38,26,26,113,113,200,0,1,13.6,météo favorable
2011-06-29,20,13,15,13,20,18,0,88,8.75,1024,47.375,20,16,13,119,116,113,0,1,12.7,météo favorable
2011-06-30,20,8,8,11,19,19,0,67,7.75,1026,26.75,20,15,17,113,113,116,0,1,14.5,météo favorable
2011-07-01,20,8,10,11,20,19,0,69,8.75,1025,24.875,20,16,17,113,116,113,0,1,14.5,météo favorable
2011-07-02,20,10,14,12,20,18,0,69,7.5,1022,31.25,20,14,17,113,113,113,0,1,14.5,météo favorable
2011-07-03,21,9,16,12,20,19,0,70,8,1017,4.25,21,16,16,113,113,113,0,1,14.5,météo favorable
2011-07-04,24,11,8,14,23,24,0,75,7.75,1015,19.25,28,23,19,113,113,113,0,1,14.5,météo favorable
2011-07-05,26,11,17,18,26,22,0.5,69,10,1015,17.625,27,18,23,113,113,113,0,1,14.5,météo favorable
2011-07-06,20,13,19,15,20,17,1.3,81,7.125,1012,62,20,15,17,122,119,116,0,1,12.6,météo correcte
2011-07-07,20,10,20,13,20,18,1.5,71,6.375,1012,67.75,20,15,17,143,119,116,0,1,11.6,météo défavorable
2011-07-08,19,11,20,13,19,19,1,79,8,1012,67.375,19,16,17,119,122,116,0,1,12.6,météo défavorable
2011-07-09,20,13,18,15,20,19,0.5,76,9,1018,63.5,20,16,17,119,119,116,0,1,12.6,météo correcte
2011-07-10,22,14,14,15,21,21,0.5,85,8.25,1019,60.625,25,18,18,122,119,116,0,1,12.6,météo correcte
2011-07-11,25,12,12,14,24,24,0,77,6.5,1020,43.625,27,22,19,143,116,113,0,1,14.5,météo favorable
2011-07-12,24,16,10,17,23,21,0.3,86,9.875,1014,39.375,26,18,19,119,116,116,0,1,13.5,météo favorable
2011-07-13,19,12,21,14,16,17,0,86,6.5,1020,69.75,19,15,15,143,119,113,0,1,11.6,météo défavorable
2011-07-14,19,9,16,11,18,17,0.5,64,7.5,1021,39.375,19,15,17,113,116,113,0,1,14.5,météo favorable
2011-07-15,23,9,10,15,23,20,2.1,70,8.875,1022,27.25,25,18,20,113,122,113,0,1,13.5,météo correcte
2011-07-16,17,13,22,14,17,17,9.8,91,5.875,1016,90.875,17,16,17,119,122,122,0,1,9.6,météo défavorable
2011-07-17,18,12,25,12,18,16,0.7,79,10,1006,70,18,15,16,119,119,119,0,1,10.6,météo défavorable
2011-07-18,17,12,20,12,17,15,2.6,82,7.625,1007,66.625,17,15,12,119,119,143,0,1,12.5,météo défavorable
2011-07-19,16,12,22,12,14,16,15.4,94,7.875,1009,80.25,16,14,10,122,119,116,0,1,10.6,météo défavorable
2011-07-20,17,12,15,12,17,15,2,90,6.375,1013,85,17,13,13,248,116,122,0,1,10.5,météo défavorable
2011-07-21,19,14,14,14,18,18,2.4,96,7.625,1012,87,19,15,14,122,122,119,0,1,9.5,météo défavorable
2011-07-22,20,12,11,14,19,17,4.2,85,7.375,1016,63,20,16,17,248,116,116,0,1,11.5,météo correcte
2011-07-23,18,10,19,13,18,16,3.3,81,7.125,1016,50.5,18,12,16,116,176,176,0,1,14.5,météo favorable
2011-07-24,18,8,16,10,17,17,0,74,8,1016,34.125,18,13,14,143,116,116,0,1,14.5,météo favorable
2011-07-25,22,13,9,14,21,20,1.9,93,6.25,1012,61.625,25,17,15,248,116,113,0,1,11.5,météo correcte
2011-07-26,23,11,9,12,23,18,0,72,10,1016,36.125,25,16,19,113,116,119,0,1,11.5,météo favorable
2011-07-27,21,13,12,14,21,18,0,80,6.5,1020,65.25,25,15,18,143,119,116,0,1,11.5,météo défavorable
2011-07-28,21,11,10,14,21,19,0.7,80,6.125,1021,59.5,24,17,18,248,116,113,0,1,13.5,météo correcte
2011-07-29,22,13,8,14,22,20,0,81,6.25,1022,48.375,25,17,18,248,116,113,0,1,13.5,météo favorable
2011-07-30,21,13,12,13,21,20,0,74,6.5,1021,50.125,24,18,18,143,116,116,0,1,14.5,météo favorable
2011-07-31,24,10,5,14,24,21,0,73,8,1019,16.125,26,17,20,113,113,113,0,1,14.5,météo favorable
2011-08-01,24,13,10,16,24,21,0,70,10,1015,7.5,26,17,21,113,113,113,0,1,14.5,météo favorable
2011-08-02,26,14,8,16,26,23,1.3,75,10,1014,45.625,28,18,19,116,122,116,0,1,12.4,météo correcte
2011-08-03,24,16,14,17,24,22,7.2,85,7.125,1018,66.375,26,19,20,143,119,353,0,1,11.4,météo défavorable
2011-08-04,23,15,19,15,23,21,0.7,80,6,1019,70.375,25,19,19,116,116,263,0,1,12.4,météo défavorable
2011-08-05,24,17,15,17,23,21,5.8,90,7.375,1015,80,26,19,20,248,122,176,0,1,11.4,météo défavorable
2011-08-06,21,15,14,17,21,16,3,88,6.875,1010,75.5,21,17,18,248,116,122,0,1,10.3,météo défavorable
2011-08-07,19,12,18,13,19,17,0.6,89,5.625,1012,65.75,19,14,13,248,116,113,0,1,12.4,météo défavorable
